                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    308,                 1.0223,                0.60176,                 1.0932,                0.97628,                0.99217,                0.99041,                0.66769,                 1.1348,                0.54885,                  1.175,              0.0069607,              0.0069607,              0.0069607
                    309,                 1.0118,                0.59387,                 1.0806,                0.97639,                0.99104,                0.99061,                0.66384,                 1.1548,                0.55032,                 1.1884,              0.0069508,              0.0069508,              0.0069508
                    310,                 1.0205,                0.58707,                 1.0968,                0.97143,                0.98841,                0.98769,                0.66503,                 1.1567,                 0.5604,                 1.1926,              0.0069409,              0.0069409,              0.0069409
                    311,                 1.0256,                0.59548,                 1.0854,                0.97559,                0.98717,                0.98799,                 0.6647,                 1.1141,                0.55937,                 1.1295,               0.006931,               0.006931,               0.006931
                    312,                 1.0075,                0.58872,                 1.0858,                0.97284,                0.98469,                0.98896,                0.66195,                 1.1203,                0.55535,                 1.1385,              0.0069211,              0.0069211,              0.0069211
                    313,                 1.0157,                0.58618,                 1.0863,                0.97861,                0.98175,                0.99019,                0.65984,                 1.1668,                0.56257,                 1.2061,              0.0069112,              0.0069112,              0.0069112
                    314,                 1.0098,                0.58414,                 1.0915,                0.96231,                 0.9824,                0.98728,                0.66609,                 1.1438,                0.56525,                 1.1822,              0.0069013,              0.0069013,              0.0069013
                    315,                  1.011,                0.59452,                 1.0964,                0.96744,                0.98685,                0.98624,                0.67536,                 1.1022,                0.55045,                 1.1388,              0.0068914,              0.0068914,              0.0068914
                    316,                0.99548,                  0.571,                   1.08,                0.96331,                0.99534,                0.98862,                0.67948,                 1.0857,                0.54681,                 1.1245,              0.0068815,              0.0068815,              0.0068815
                    317,                0.99739,                0.59088,                 1.0849,                0.97923,                0.98321,                0.98928,                0.67488,                 1.1079,                0.54691,                 1.1287,              0.0068716,              0.0068716,              0.0068716
                    318,                0.99654,                0.57973,                  1.086,                0.97931,                0.97907,                 0.9893,                0.67226,                 1.1156,                0.55399,                 1.1355,              0.0068617,              0.0068617,              0.0068617
                    319,                  0.998,                0.59067,                 1.0838,                0.96397,                0.99002,                0.98589,                0.67787,                 1.0998,                0.55201,                 1.1222,              0.0068518,              0.0068518,              0.0068518
                    320,                  1.001,                0.58065,                 1.0733,                0.97188,                0.98692,                0.99092,                0.67617,                 1.1168,                0.55162,                 1.1339,              0.0068419,              0.0068419,              0.0068419
                    321,                0.98418,                0.57704,                 1.0871,                0.97598,                0.98862,                0.98922,                0.66954,                 1.1336,                0.55728,                 1.1486,               0.006832,               0.006832,               0.006832
                    322,                 1.0139,                0.58306,                 1.0871,                0.96598,                0.98724,                0.98655,                0.66383,                 1.1399,                0.54946,                  1.184,              0.0068221,              0.0068221,              0.0068221
                    323,                 1.0008,                0.58818,                 1.0947,                  0.979,                0.97783,                0.98793,                 0.6715,                 1.1238,                0.56373,                 1.1304,              0.0068122,              0.0068122,              0.0068122
                    324,                 1.0036,                0.59001,                 1.0895,                0.97136,                0.99413,                 0.9885,                0.67066,                 1.1116,                0.54927,                 1.1323,              0.0068023,              0.0068023,              0.0068023
                    325,                 1.0101,                0.58899,                 1.0893,                0.95357,                 0.9853,                0.98067,                0.66633,                 1.1126,                   0.56,                 1.1337,              0.0067924,              0.0067924,              0.0067924
                    326,                  1.019,                0.58101,                 1.0745,                0.95645,                0.98797,                 0.9832,                0.66728,                  1.121,                0.54962,                 1.1371,              0.0067825,              0.0067825,              0.0067825
                    327,                 1.0018,                0.59415,                 1.1025,                0.97485,                0.97139,                0.98953,                0.66285,                 1.1343,                0.56597,                 1.1427,              0.0067726,              0.0067726,              0.0067726
                    328,                0.98261,                0.58314,                 1.0789,                0.95944,                0.98047,                0.98732,                0.67427,                 1.1105,                0.55605,                 1.1319,              0.0067627,              0.0067627,              0.0067627
                    329,                 1.0234,                0.58732,                 1.0917,                0.97548,                0.98466,                0.98858,                0.66803,                 1.1282,                0.54857,                  1.181,              0.0067528,              0.0067528,              0.0067528
                    330,                 1.0068,                0.59721,                  1.104,                0.96964,                0.99018,                0.98776,                0.66397,                 1.1491,                0.55492,                 1.1915,              0.0067429,              0.0067429,              0.0067429
                    331,                0.98554,                0.57188,                 1.0884,                0.98044,                0.98533,                0.99006,                0.67092,                 1.1361,                 0.5382,                 1.1843,               0.006733,               0.006733,               0.006733
                    332,                0.99447,                0.58088,                 1.0759,                0.97657,                0.98632,                0.98955,                0.66502,                 1.1337,                0.54219,                 1.1905,              0.0067231,              0.0067231,              0.0067231
                    333,                0.99488,                0.58352,                  1.073,                0.97938,                0.98921,                0.99118,                0.67026,                 1.1325,                0.54498,                 1.1835,              0.0067132,              0.0067132,              0.0067132
                    334,                  1.012,                0.59671,                 1.0911,                0.97635,                0.98982,                0.99033,                0.68167,                 1.1144,                0.54257,                 1.1304,              0.0067033,              0.0067033,              0.0067033
                    335,                 1.0078,                0.58427,                 1.0702,                0.96428,                0.99456,                0.98582,                0.67296,                 1.1437,                0.55685,                 1.1986,              0.0066934,              0.0066934,              0.0066934
                    336,                0.98607,                0.57418,                 1.0647,                0.96582,                0.98713,                0.98631,                 0.6709,                 1.1419,                 0.5491,                  1.182,              0.0066835,              0.0066835,              0.0066835
                    337,                 1.0162,                0.58214,                 1.0883,                0.97486,                0.98327,                0.99084,                0.67081,                 1.1381,                0.54304,                 1.1604,              0.0066736,              0.0066736,              0.0066736
                    338,                0.99081,                0.58182,                 1.0798,                0.96386,                0.99007,                0.98889,                0.67352,                 1.1237,                 0.5472,                 1.1488,              0.0066637,              0.0066637,              0.0066637
                    339,                 0.9922,                0.58008,                 1.0763,                0.96419,                0.99394,                0.98649,                0.67898,                 1.1053,                0.53738,                 1.1301,              0.0066538,              0.0066538,              0.0066538
                    340,                 0.9794,                0.56668,                 1.0689,                0.96644,                0.99189,                0.98611,                0.67064,                 1.1269,                0.54399,                 1.1563,              0.0066439,              0.0066439,              0.0066439
                    341,                0.98173,                0.57476,                 1.0654,                0.97096,                 0.9891,                 0.9871,                0.67339,                 1.1269,                0.54269,                 1.1713,               0.006634,               0.006634,               0.006634
                    342,                0.97915,                0.57618,                 1.0704,                0.96869,                0.98244,                0.98483,                0.66593,                 1.1366,                0.54501,                 1.1819,              0.0066241,              0.0066241,              0.0066241
                    343,                0.98858,                0.57444,                 1.0763,                 0.9706,                0.98297,                0.98921,                0.67315,                 1.1264,                0.54596,                 1.1493,              0.0066142,              0.0066142,              0.0066142
                    344,                0.99713,                0.58048,                 1.0796,                0.97928,                0.98566,                 0.9905,                0.67019,                 1.1253,                0.53941,                 1.1332,              0.0066043,              0.0066043,              0.0066043
                    345,                 1.0004,                0.57372,                 1.0965,                0.98013,                 0.9771,                 0.9871,                0.66873,                  1.124,                0.54931,                 1.1308,              0.0065944,              0.0065944,              0.0065944
                    346,                 1.0094,                0.57886,                 1.0814,                0.97041,                0.98428,                0.98986,                 0.6662,                 1.1317,                 0.5472,                 1.1451,              0.0065845,              0.0065845,              0.0065845
                    347,                0.98507,                0.57471,                 1.0789,                0.97071,                0.98995,                0.98631,                0.66668,                 1.1319,                0.55366,                 1.1425,              0.0065746,              0.0065746,              0.0065746
                    348,                 0.9835,                0.57498,                 1.0781,                0.96576,                0.99061,                 0.9859,                0.65713,                 1.1462,                0.55585,                 1.1931,              0.0065647,              0.0065647,              0.0065647
                    349,                0.98461,                0.56957,                 1.0502,                0.96366,                0.98772,                0.98508,                0.64841,                 1.1697,                0.55544,                  1.196,              0.0065548,              0.0065548,              0.0065548
                    350,                0.98546,                0.57259,                 1.0744,                0.96716,                0.99228,                0.98585,                 0.6593,                 1.1451,                0.55657,                 1.1924,              0.0065449,              0.0065449,              0.0065449
                    351,                 1.0046,                0.57325,                 1.0667,                0.97107,                0.97699,                 0.9844,                0.65164,                 1.1544,                0.56807,                 1.1839,               0.006535,               0.006535,               0.006535
                    352,                0.97695,                0.57552,                 1.0599,                0.97502,                0.98618,                0.98695,                0.67578,                 1.0963,                0.54886,                 1.1235,              0.0065251,              0.0065251,              0.0065251
                    353,                0.99643,                0.57664,                  1.072,                0.97713,                0.98959,                0.99207,                0.68271,                 1.0967,                0.54018,                 1.1172,              0.0065152,              0.0065152,              0.0065152
                    354,                0.97273,                0.56494,                  1.068,                0.97414,                0.98768,                0.99012,                0.67496,                 1.1213,                0.54934,                 1.1311,              0.0065053,              0.0065053,              0.0065053
                    355,                0.97184,                0.57282,                 1.0714,                0.96806,                0.98726,                0.98663,                0.68119,                 1.0977,                0.54868,                 1.1198,              0.0064954,              0.0064954,              0.0064954
                    356,                0.99292,                0.57153,                 1.0777,                0.96602,                0.98174,                0.98575,                0.67097,                 1.1215,                0.55536,                 1.1454,              0.0064855,              0.0064855,              0.0064855
                    357,                0.97978,                0.57528,                 1.0678,                0.97241,                0.99046,                0.98851,                 0.6611,                 1.1674,                0.53679,                 1.2017,              0.0064756,              0.0064756,              0.0064756
                    358,                0.98544,                0.56773,                  1.081,                0.98539,                0.98572,                0.99007,                0.66417,                 1.1613,                0.53387,                 1.1821,              0.0064657,              0.0064657,              0.0064657
                    359,                0.98413,                0.57953,                 1.0881,                0.97907,                0.98761,                0.99085,                0.67389,                  1.118,                0.53603,                 1.1267,              0.0064558,              0.0064558,              0.0064558
                    360,                0.95957,                0.56291,                 1.0645,                0.98195,                0.98619,                 0.9907,                0.67768,                 1.1167,                0.53485,                  1.128,              0.0064459,              0.0064459,              0.0064459
                    361,                0.98278,                0.57233,                 1.0671,                0.97194,                0.99088,                0.98892,                0.67614,                  1.109,                0.54077,                 1.1276,               0.006436,               0.006436,               0.006436
                    362,                0.98467,                0.56356,                 1.0849,                0.97035,                0.99109,                0.98893,                0.67154,                 1.1245,                0.53415,                  1.142,              0.0064261,              0.0064261,              0.0064261
                    363,                0.96893,                0.56745,                 1.0686,                0.97914,                0.99176,                0.99216,                0.66347,                  1.152,                0.54664,                 1.1745,              0.0064162,              0.0064162,              0.0064162
                    364,                0.96474,                0.56019,                 1.0695,                0.97552,                0.98666,                0.99017,                0.66261,                 1.1407,                0.54799,                 1.1871,              0.0064063,              0.0064063,              0.0064063
                    365,                 0.9816,                0.56932,                 1.0844,                0.97217,                0.98153,                0.98694,                0.66461,                 1.1341,                0.55082,                 1.1667,              0.0063964,              0.0063964,              0.0063964
                    366,                0.96376,                 0.5562,                 1.0555,                0.98225,                0.99193,                0.99078,                0.66339,                 1.1411,                0.54162,                 1.1628,              0.0063865,              0.0063865,              0.0063865
                    367,                0.95506,                0.56186,                 1.0606,                0.97951,                0.99409,                0.98949,                0.66717,                 1.1405,                0.54556,                 1.1859,              0.0063766,              0.0063766,              0.0063766
                    368,                0.98386,                0.55988,                 1.0758,                0.96428,                0.98762,                0.98944,                 0.6644,                 1.1384,                0.54279,                  1.174,              0.0063667,              0.0063667,              0.0063667
                    369,                0.95592,                0.55708,                 1.0559,                0.97044,                0.98883,                0.98753,                0.66233,                 1.1426,                0.54293,                  1.183,              0.0063568,              0.0063568,              0.0063568
                    370,                 0.9545,                0.55968,                 1.0652,                0.97703,                0.99187,                0.99106,                0.67037,                 1.1281,                0.53247,                 1.1741,              0.0063469,              0.0063469,              0.0063469
                    371,                0.95669,                0.55716,                 1.0801,                0.97684,                0.99122,                0.99043,                0.67447,                  1.127,                0.53376,                  1.149,               0.006337,               0.006337,               0.006337
                    372,                0.95793,                0.54881,                 1.0534,                0.98065,                0.98703,                 0.9918,                 0.6736,                 1.1336,                0.52647,                  1.177,              0.0063271,              0.0063271,              0.0063271
                    373,                0.96021,                0.55888,                 1.0568,                0.97843,                0.98863,                0.98965,                0.67587,                 1.1352,                0.53417,                 1.1636,              0.0063172,              0.0063172,              0.0063172
                    374,                0.96878,                0.55639,                 1.0562,                0.97453,                0.98972,                0.99127,                0.67052,                 1.1426,                0.54576,                 1.1739,              0.0063073,              0.0063073,              0.0063073
                    375,                0.96753,                0.55861,                  1.065,                0.98022,                0.98723,                0.99119,                0.68086,                 1.1058,                0.53602,                 1.1552,              0.0062974,              0.0062974,              0.0062974
                    376,                0.96308,                0.55434,                 1.0635,                0.97838,                  0.989,                0.98902,                0.66975,                 1.1175,                0.53696,                 1.1647,              0.0062875,              0.0062875,              0.0062875
                    377,                0.97373,                0.56292,                  1.061,                0.97454,                0.98354,                 0.9861,                0.66202,                  1.145,                0.53719,                 1.1982,              0.0062776,              0.0062776,              0.0062776
                    378,                0.95083,                0.55109,                 1.0527,                0.97671,                0.99072,                0.99092,                0.66554,                 1.1445,                0.53889,                 1.2008,              0.0062677,              0.0062677,              0.0062677
                    379,                0.96947,                0.55665,                 1.0629,                0.98291,                0.99067,                0.99181,                0.66517,                  1.162,                0.53208,                  1.207,              0.0062578,              0.0062578,              0.0062578
                    380,                0.95501,                0.55543,                   1.06,                0.97924,                0.98758,                0.99024,                0.66932,                  1.142,                0.52849,                 1.1761,              0.0062479,              0.0062479,              0.0062479
                    381,                0.94063,                0.55121,                 1.0563,                0.96783,                0.99317,                0.99175,                0.65844,                 1.1587,                0.54377,                 1.1896,               0.006238,               0.006238,               0.006238
                    382,                0.94764,                0.55394,                 1.0523,                0.98291,                0.99011,                0.99304,                0.67573,                 1.1231,                0.53184,                 1.1701,              0.0062281,              0.0062281,              0.0062281
                    383,                0.94957,                 0.5555,                 1.0576,                0.98347,                0.99317,                0.99318,                0.67703,                  1.124,                0.52618,                  1.176,              0.0062182,              0.0062182,              0.0062182
                    384,                0.93124,                0.54799,                 1.0602,                0.97877,                0.98816,                0.99212,                0.66891,                 1.1301,                0.52716,                 1.1869,              0.0062083,              0.0062083,              0.0062083
                    385,                0.96477,                0.55661,                 1.0506,                0.98748,                0.99068,                0.99252,                0.65986,                 1.1498,                0.54091,                 1.1906,              0.0061984,              0.0061984,              0.0061984
                    386,                0.95131,                0.55618,                 1.0864,                 0.9809,                0.99121,                0.99206,                0.67071,                 1.1352,                0.52888,                 1.1834,              0.0061885,              0.0061885,              0.0061885
                    387,                0.95982,                0.55749,                 1.0721,                 0.9835,                0.99143,                 0.9927,                0.67154,                 1.1313,                0.53208,                 1.1789,              0.0061786,              0.0061786,              0.0061786
                    388,                0.94886,                0.55345,                 1.0419,                0.97742,                 0.9893,                0.99071,                0.65653,                 1.1449,                0.54473,                 1.1946,              0.0061687,              0.0061687,              0.0061687
                    389,                0.96466,                0.55665,                 1.0723,                0.97386,                0.99129,                0.99151,                0.66516,                  1.137,                0.54236,                  1.191,              0.0061588,              0.0061588,              0.0061588
                    390,                0.94386,                0.54394,                 1.0493,                0.97673,                0.99132,                 0.9899,                0.66494,                 1.1482,                0.54199,                  1.204,              0.0061489,              0.0061489,              0.0061489
                    391,                0.94201,                0.54466,                 1.0514,                0.97989,                0.98988,                0.98922,                0.66533,                 1.1363,                0.55106,                   1.17,               0.006139,               0.006139,               0.006139
                    392,                0.94054,                 0.5456,                 1.0353,                 0.9811,                0.99413,                0.99226,                0.66937,                 1.1376,                0.54175,                 1.1598,              0.0061291,              0.0061291,              0.0061291
                    393,                0.96386,                0.55319,                 1.0634,                0.98231,                0.99321,                0.99228,                0.67694,                 1.1213,                0.52886,                 1.1603,              0.0061192,              0.0061192,              0.0061192
                    394,                0.95292,                0.55376,                 1.0587,                 0.9811,                0.99336,                0.99279,                0.67273,                 1.1381,                0.53512,                  1.172,              0.0061093,              0.0061093,              0.0061093
                    395,                0.94619,                0.54836,                 1.0558,                0.98057,                 0.9901,                0.98968,                0.66807,                 1.1558,                0.53547,                 1.1839,              0.0060994,              0.0060994,              0.0060994
                    396,                0.93973,                0.54647,                 1.0554,                0.98037,                0.99584,                0.99115,                0.67099,                 1.1425,                0.53403,                 1.1827,              0.0060895,              0.0060895,              0.0060895
                    397,                 0.9335,                0.53666,                 1.0419,                0.98094,                0.99152,                0.99074,                0.66625,                 1.1475,                0.53994,                 1.1719,              0.0060796,              0.0060796,              0.0060796
                    398,                0.95157,                0.55218,                 1.0549,                0.97119,                0.98956,                0.99153,                0.66691,                 1.1402,                0.54563,                 1.1823,              0.0060697,              0.0060697,              0.0060697
                    399,                0.93462,                0.54346,                  1.067,                0.97131,                0.99156,                0.98839,                0.66117,                  1.149,                0.54871,                 1.2024,              0.0060598,              0.0060598,              0.0060598
                    400,                0.94581,                0.54452,                 1.0461,                0.96952,                0.98916,                0.98697,                0.65676,                 1.1572,                0.54935,                  1.199,              0.0060499,              0.0060499,              0.0060499
                    401,                0.92242,                0.54183,                 1.0476,                0.97794,                0.99734,                0.99159,                0.67261,                 1.1218,                0.51883,                 1.1472,                0.00604,                0.00604,                0.00604
                    402,                0.93957,                0.54278,                 1.0511,                0.97652,                0.98813,                0.98897,                0.67195,                 1.1184,                0.51928,                 1.1478,              0.0060301,              0.0060301,              0.0060301
                    403,                 0.9385,                 0.5466,                 1.0664,                0.97235,                0.98842,                0.98887,                0.66671,                 1.1517,                0.53052,                  1.202,              0.0060202,              0.0060202,              0.0060202
