                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                  1.199,                0.73361,                 1.1809,                0.96418,                0.95773,                 0.9826,                0.63918,                 1.1854,                0.64861,                  1.202,              0.0085051,              0.0085051,              0.0085051
                    153,                 1.2264,                0.74252,                 1.2042,                0.94331,                 0.9402,                0.97626,                0.62165,                 1.2404,                0.67219,                 1.2481,              0.0084952,              0.0084952,              0.0084952
                    154,                 1.2084,                0.74831,                 1.2196,                0.95761,                 0.9766,                0.98451,                0.62635,                 1.2378,                0.64665,                 1.2699,              0.0084853,              0.0084853,              0.0084853
                    155,                 1.2248,                0.74133,                  1.222,                0.94666,                0.98685,                0.98312,                0.62352,                 1.2239,                0.65436,                 1.2541,              0.0084754,              0.0084754,              0.0084754
                    156,                 1.2098,                0.72245,                 1.1821,                0.95029,                0.97766,                0.98655,                0.64355,                 1.1784,                0.64852,                 1.2028,              0.0084655,              0.0084655,              0.0084655
                    157,                 1.2168,                0.74114,                 1.2023,                0.95032,                0.93692,                 0.9749,                0.61673,                 1.2159,                 0.6959,                  1.228,              0.0084556,              0.0084556,              0.0084556
                    158,                 1.2195,                 0.7472,                 1.2238,                0.96404,                0.96854,                0.98558,                0.62151,                 1.2462,                0.67115,                 1.2218,              0.0084457,              0.0084457,              0.0084457
                    159,                 1.2165,                0.73466,                 1.2042,                0.96389,                  0.961,                0.98472,                0.62917,                 1.2181,                0.64169,                 1.1972,              0.0084358,              0.0084358,              0.0084358
                    160,                 1.1902,                0.72051,                 1.2009,                0.97014,                0.92045,                0.98201,                0.64556,                 1.1522,                 0.6415,                 1.1776,              0.0084259,              0.0084259,              0.0084259
                    161,                 1.2023,                0.72086,                 1.1988,                0.91797,                0.80982,                0.91432,                0.55962,                 1.3162,                0.97317,                 1.2708,               0.008416,               0.008416,               0.008416
                    162,                 1.2044,                0.73236,                  1.198,                0.95526,                0.98181,                0.98539,                0.62116,                 1.2548,                0.64768,                 1.2312,              0.0084061,              0.0084061,              0.0084061
                    163,                 1.2019,                0.71889,                 1.2048,                0.93317,                0.93292,                0.97224,                 0.6151,                 1.2397,                0.70261,                  1.234,              0.0083962,              0.0083962,              0.0083962
                    164,                 1.1894,                0.71123,                 1.1916,                0.95637,                0.96668,                0.98547,                0.63932,                 1.1813,                 0.6446,                 1.1998,              0.0083863,              0.0083863,              0.0083863
                    165,                 1.1954,                0.71411,                 1.1736,                 0.9712,                0.97182,                0.98944,                0.64673,                 1.1666,                0.63274,                 1.1959,              0.0083764,              0.0083764,              0.0083764
                    166,                 1.1937,                0.70849,                 1.1792,                0.95752,                0.96971,                0.98569,                0.61138,                 1.2988,                0.67158,                 1.2508,              0.0083665,              0.0083665,              0.0083665
                    167,                 1.2061,                0.71871,                 1.1882,                0.96969,                 0.9809,                0.98738,                0.64464,                 1.1702,                0.62949,                 1.2119,              0.0083566,              0.0083566,              0.0083566
                    168,                 1.1708,                0.71333,                 1.1809,                0.96425,                0.95123,                0.98328,                0.62094,                 1.2518,                 0.6469,                 1.2798,              0.0083467,              0.0083467,              0.0083467
                    169,                 1.1815,                0.71784,                 1.1966,                0.95818,                0.97597,                0.98608,                0.62814,                 1.2479,                0.65105,                 1.2503,              0.0083368,              0.0083368,              0.0083368
                    170,                  1.195,                0.72151,                 1.1818,                0.96023,                0.97303,                 0.9871,                0.64407,                 1.1842,                0.65721,                 1.1898,              0.0083269,              0.0083269,              0.0083269
                    171,                 1.1642,                0.70909,                 1.1803,                0.93138,                 0.9525,                 0.9823,                0.64546,                 1.2034,                0.66023,                 1.1851,               0.008317,               0.008317,               0.008317
                    172,                 1.1805,                0.70389,                  1.173,                0.94904,                0.95837,                0.98379,                0.64656,                 1.1698,                0.63737,                 1.1865,              0.0083071,              0.0083071,              0.0083071
                    173,                 1.1701,                0.69839,                 1.1824,                0.96786,                0.95269,                0.98652,                0.63311,                 1.2359,                0.63975,                 1.2308,              0.0082972,              0.0082972,              0.0082972
                    174,                 1.1692,                0.72002,                 1.1808,                0.96549,                0.98303,                0.98568,                0.65053,                 1.1581,                0.61898,                 1.1798,              0.0082873,              0.0082873,              0.0082873
                    175,                 1.1746,                0.71044,                  1.178,                0.97164,                0.97789,                 0.9905,                0.65367,                 1.1591,                0.61411,                 1.1681,              0.0082774,              0.0082774,              0.0082774
                    176,                  1.168,                0.70953,                 1.2146,                0.96878,                0.96892,                0.98597,                0.63761,                 1.2193,                0.62629,                 1.1991,              0.0082675,              0.0082675,              0.0082675
                    177,                 1.1903,                 0.7076,                 1.1889,                0.97742,                0.97975,                0.99037,                0.64761,                 1.1796,                0.61915,                 1.1907,              0.0082576,              0.0082576,              0.0082576
                    178,                 1.1607,                0.70303,                 1.1768,                0.97228,                0.97977,                0.98901,                0.65693,                  1.148,                0.61086,                 1.2051,              0.0082477,              0.0082477,              0.0082477
                    179,                 1.1805,                0.71393,                 1.1825,                0.95908,                0.97694,                0.98596,                0.64678,                  1.174,                0.63356,                 1.2036,              0.0082378,              0.0082378,              0.0082378
                    180,                 1.1521,                0.70214,                 1.1859,                0.97304,                0.97148,                0.98832,                0.65577,                 1.1734,                0.61554,                  1.211,              0.0082279,              0.0082279,              0.0082279
                    181,                 1.1406,                0.69051,                 1.1541,                0.97848,                0.96986,                0.98994,                0.63425,                 1.2006,                0.63115,                 1.2278,               0.008218,               0.008218,               0.008218
                    182,                 1.1547,                0.69272,                 1.1824,                0.94788,                0.98375,                0.98667,                0.65046,                 1.1756,                 0.6382,                 1.1981,              0.0082081,              0.0082081,              0.0082081
                    183,                 1.1706,                0.69244,                 1.1724,                0.95076,                 0.9815,                0.98422,                0.62513,                 1.2351,                0.63902,                 1.2462,              0.0081982,              0.0081982,              0.0081982
                    184,                 1.1818,                0.70136,                 1.1809,                0.95942,                0.94407,                0.97087,                0.62912,                 1.1967,                0.65771,                 1.2268,              0.0081883,              0.0081883,              0.0081883
                    185,                 1.1655,                0.69295,                 1.1758,                0.95986,                0.96845,                0.98195,                0.63206,                 1.1926,                0.63391,                 1.2294,              0.0081784,              0.0081784,              0.0081784
                    186,                 1.1791,                 0.6952,                 1.1696,                0.96168,                0.97505,                0.98198,                0.63423,                 1.1927,                0.62869,                 1.2014,              0.0081685,              0.0081685,              0.0081685
                    187,                 1.1579,                0.69994,                 1.1544,                0.95589,                0.97417,                0.98735,                0.65363,                 1.1564,                0.62644,                 1.1588,              0.0081586,              0.0081586,              0.0081586
                    188,                 1.1367,                0.67893,                 1.1663,                0.95463,                0.97734,                0.98433,                0.64858,                 1.1661,                0.61852,                 1.1644,              0.0081487,              0.0081487,              0.0081487
                    189,                 1.1541,                0.68776,                 1.1682,                0.97758,                0.97902,                0.98883,                0.65184,                 1.1618,                0.61188,                 1.1762,              0.0081388,              0.0081388,              0.0081388
                    190,                 1.1633,                0.69843,                 1.1906,                 0.9661,                0.98008,                0.98761,                0.63953,                 1.2055,                0.63021,                 1.2122,              0.0081289,              0.0081289,              0.0081289
                    191,                 1.1645,                0.70614,                 1.1875,                 0.9578,                0.97793,                0.98723,                0.63824,                 1.1956,                0.63278,                 1.2003,               0.008119,               0.008119,               0.008119
                    192,                 1.1582,                0.69586,                 1.1645,                0.95501,                0.98653,                0.98717,                0.64478,                 1.1915,                0.62532,                 1.2052,              0.0081091,              0.0081091,              0.0081091
                    193,                 1.1464,                0.68564,                 1.1624,                0.96163,                0.98198,                0.98897,                 0.6402,                 1.1967,                0.62094,                 1.2146,              0.0080992,              0.0080992,              0.0080992
                    194,                 1.1456,                0.68985,                 1.1666,                0.96626,                0.92127,                0.97401,                0.61374,                 1.2575,                0.68446,                  1.211,              0.0080893,              0.0080893,              0.0080893
                    195,                 1.1466,                 0.6755,                 1.1395,                0.96516,                0.95516,                0.98623,                0.62996,                 1.2171,                0.64673,                 1.1975,              0.0080794,              0.0080794,              0.0080794
                    196,                 1.1479,                0.68874,                 1.1559,                0.97097,                0.97628,                0.98978,                0.65129,                 1.1621,                0.61447,                 1.1698,              0.0080695,              0.0080695,              0.0080695
                    197,                   1.18,                0.69341,                 1.1655,                 0.9671,                0.97775,                0.98775,                0.63792,                 1.2136,                0.61968,                 1.2318,              0.0080596,              0.0080596,              0.0080596
                    198,                 1.1202,                0.67093,                 1.1503,                0.96231,                0.98271,                0.99023,                0.64467,                 1.1972,                0.61833,                 1.2033,              0.0080497,              0.0080497,              0.0080497
                    199,                 1.1097,                0.66768,                  1.154,                 0.9592,                0.97459,                0.98396,                 0.6288,                 1.2586,                0.61917,                 1.2451,              0.0080398,              0.0080398,              0.0080398
                    200,                 1.1206,                0.66975,                 1.1557,                0.94497,                 0.9785,                0.98518,                0.64951,                 1.1805,                0.60674,                 1.2043,              0.0080299,              0.0080299,              0.0080299
                    201,                  1.134,                0.68527,                 1.1791,                0.97169,                0.96308,                0.98745,                0.64828,                 1.1654,                0.60392,                 1.1789,                0.00802,                0.00802,                0.00802
                    202,                 1.1266,                0.66718,                 1.1476,                0.97109,                0.97945,                0.98995,                0.62976,                 1.2268,                0.61318,                 1.2276,              0.0080101,              0.0080101,              0.0080101
                    203,                 1.1509,                0.67065,                 1.1467,                0.96856,                0.93446,                0.97805,                0.63638,                 1.1885,                0.66581,                 1.1977,              0.0080002,              0.0080002,              0.0080002
                    204,                 1.1164,                0.67764,                 1.1585,                0.97924,                0.97322,                0.99075,                0.66082,                 1.1448,                0.59983,                 1.1979,              0.0079903,              0.0079903,              0.0079903
                    205,                 1.1391,                0.67216,                 1.1594,                0.97856,                0.96889,                0.98858,                0.65904,                  1.157,                0.60744,                 1.1842,              0.0079804,              0.0079804,              0.0079804
                    206,                 1.1224,                0.66795,                 1.1525,                 0.9664,                0.96887,                0.98716,                0.65153,                 1.1602,                0.60759,                 1.2007,              0.0079705,              0.0079705,              0.0079705
                    207,                 1.1284,                0.67801,                 1.1594,                 0.9455,                0.98045,                0.98345,                0.64688,                 1.1934,                0.60831,                 1.2089,              0.0079606,              0.0079606,              0.0079606
                    208,                 1.1179,                0.66068,                 1.1452,                0.96445,                0.97476,                0.98729,                0.65734,                 1.1753,                0.59993,                 1.1949,              0.0079507,              0.0079507,              0.0079507
                    209,                 1.1246,                0.67401,                 1.1566,                0.96796,                0.97971,                0.98777,                0.65494,                 1.1681,                0.61451,                 1.2071,              0.0079408,              0.0079408,              0.0079408
                    210,                 1.1526,                0.68406,                 1.1624,                0.96859,                0.94432,                 0.9751,                0.64812,                 1.1664,                0.63744,                 1.1733,              0.0079309,              0.0079309,              0.0079309
                    211,                 1.1197,                0.66432,                 1.1449,                0.96788,                0.98207,                0.98697,                0.65916,                 1.1301,                0.59193,                 1.1575,               0.007921,               0.007921,               0.007921
                    212,                 1.1124,                0.66662,                 1.1531,                0.97114,                0.97163,                0.98715,                0.65376,                 1.1485,                0.60273,                  1.184,              0.0079111,              0.0079111,              0.0079111
                    213,                 1.1071,                0.66139,                 1.1521,                0.96912,                 0.9777,                0.98683,                0.64175,                 1.2219,                0.61197,                 1.2241,              0.0079012,              0.0079012,              0.0079012
                    214,                 1.1349,                0.66885,                  1.149,                 0.9604,                0.97519,                0.98793,                0.64923,                 1.1794,                0.60842,                 1.2044,              0.0078913,              0.0078913,              0.0078913
                    215,                 1.1172,                0.67674,                 1.1559,                0.95039,                0.98954,                 0.9878,                0.66795,                 1.1388,                 0.5934,                 1.1492,              0.0078814,              0.0078814,              0.0078814
                    216,                 1.1047,                 0.6608,                 1.1434,                0.96124,                0.98633,                0.98874,                0.66863,                 1.1277,                0.58653,                 1.1408,              0.0078715,              0.0078715,              0.0078715
                    217,                  1.116,                 0.6571,                 1.1404,                0.96574,                0.98535,                0.98774,                0.65216,                  1.171,                 0.6052,                 1.1952,              0.0078616,              0.0078616,              0.0078616
                    218,                 1.1079,                0.65406,                 1.1295,                0.96584,                0.98899,                0.99046,                0.65517,                 1.1717,                0.59158,                 1.2002,              0.0078517,              0.0078517,              0.0078517
                    219,                 1.1091,                0.65678,                 1.1247,                0.98056,                 0.9864,                0.99334,                0.66473,                 1.1406,                0.58167,                  1.176,              0.0078418,              0.0078418,              0.0078418
                    220,                 1.1093,                0.66245,                 1.1602,                0.97119,                0.98714,                0.99014,                0.66896,                   1.13,                0.57762,                 1.1524,              0.0078319,              0.0078319,              0.0078319
                    221,                 1.1501,                0.67178,                 1.1625,                0.96651,                0.98518,                0.98835,                0.65418,                 1.1555,                0.59288,                 1.2022,               0.007822,               0.007822,               0.007822
                    222,                 1.1068,                0.66081,                 1.1457,                0.98114,                0.97486,                0.98679,                0.65064,                 1.1637,                0.60226,                 1.2047,              0.0078121,              0.0078121,              0.0078121
                    223,                 1.1057,                0.65102,                 1.1371,                0.97053,                0.97807,                0.98673,                0.65304,                 1.1686,                0.58639,                 1.1882,              0.0078022,              0.0078022,              0.0078022
                    224,                 1.1117,                0.64381,                 1.1469,                0.97717,                0.98236,                0.99187,                0.66155,                 1.1422,                0.57502,                  1.157,              0.0077923,              0.0077923,              0.0077923
                    225,                 1.1163,                0.65855,                 1.1581,                0.96723,                0.97598,                0.98902,                0.65422,                 1.1664,                0.59026,                  1.205,              0.0077824,              0.0077824,              0.0077824
                    226,                 1.1033,                0.65854,                 1.1564,                0.96219,                0.98181,                0.98816,                0.62597,                  1.239,                0.59935,                 1.2633,              0.0077725,              0.0077725,              0.0077725
                    227,                 1.0907,                0.64324,                 1.1169,                0.96381,                0.97436,                0.98663,                0.64195,                 1.1917,                0.59445,                 1.2366,              0.0077626,              0.0077626,              0.0077626
                    228,                 1.1003,                0.65487,                 1.1417,                0.96661,                0.97706,                0.98871,                 0.6664,                 1.1576,                0.59551,                 1.1755,              0.0077527,              0.0077527,              0.0077527
                    229,                 1.1156,                0.66179,                 1.1422,                0.96019,                0.97642,                0.98971,                0.65464,                 1.1591,                0.59867,                 1.1645,              0.0077428,              0.0077428,              0.0077428
                    230,                 1.1193,                 0.6592,                  1.141,                0.96976,                0.98151,                0.99117,                0.66759,                 1.1367,                0.59138,                 1.1449,              0.0077329,              0.0077329,              0.0077329
                    231,                 1.0721,                0.65015,                  1.133,                  0.982,                0.98531,                0.99163,                0.66644,                 1.1578,                0.57789,                 1.1583,               0.007723,               0.007723,               0.007723
                    232,                 1.0864,                0.65126,                 1.1317,                0.96619,                0.98449,                0.99198,                0.66933,                 1.1107,                0.57984,                 1.1303,              0.0077131,              0.0077131,              0.0077131
                    233,                 1.1027,                0.64724,                 1.1426,                0.97935,                0.97437,                0.99303,                0.67175,                 1.1068,                0.57265,                 1.1318,              0.0077032,              0.0077032,              0.0077032
                    234,                 1.1189,                 0.6524,                 1.1435,                0.96209,                0.98962,                0.99014,                0.66158,                 1.1189,                0.59265,                 1.1433,              0.0076933,              0.0076933,              0.0076933
                    235,                 1.0883,                0.63504,                 1.1223,                0.97723,                0.98177,                0.99173,                 0.6636,                 1.1525,                0.58278,                 1.1578,              0.0076834,              0.0076834,              0.0076834
                    236,                  1.102,                0.64401,                 1.1336,                0.97844,                0.97529,                0.99051,                0.66597,                 1.1068,                0.58047,                 1.1348,              0.0076735,              0.0076735,              0.0076735
                    237,                 1.0913,                0.63719,                 1.1158,                0.97917,                0.98595,                0.99078,                0.66882,                   1.12,                0.57386,                 1.1345,              0.0076636,              0.0076636,              0.0076636
                    238,                  1.081,                0.64325,                 1.1192,                0.97859,                0.97842,                0.99161,                0.66882,                 1.1281,                0.58728,                 1.1459,              0.0076537,              0.0076537,              0.0076537
                    239,                 1.0723,                0.62846,                  1.124,                0.97597,                0.98362,                0.99029,                 0.6653,                 1.1311,                0.58273,                 1.1511,              0.0076438,              0.0076438,              0.0076438
                    240,                 1.0791,                0.63699,                 1.1144,                0.98367,                0.98348,                0.99378,                0.66787,                 1.1301,                0.57348,                 1.1474,              0.0076339,              0.0076339,              0.0076339
                    241,                 1.0789,                0.63131,                 1.1214,                0.97092,                0.98126,                0.99096,                0.66362,                 1.1116,                0.57877,                   1.14,               0.007624,               0.007624,               0.007624
                    242,                 1.0891,                  0.648,                 1.1326,                0.96325,                0.98443,                0.98847,                0.65394,                 1.1566,                0.58166,                 1.2083,              0.0076141,              0.0076141,              0.0076141
                    243,                  1.072,                0.63446,                 1.1284,                0.98424,                0.98811,                0.99368,                0.65015,                 1.1733,                0.57511,                 1.1999,              0.0076042,              0.0076042,              0.0076042
                    244,                 1.0816,                0.64867,                 1.1273,                0.96533,                0.98783,                0.98796,                0.64467,                 1.1899,                0.59996,                 1.2156,              0.0075943,              0.0075943,              0.0075943
                    245,                 1.0655,                0.62795,                 1.1191,                0.97448,                0.97584,                0.99069,                0.66032,                 1.1507,                0.58454,                 1.1589,              0.0075844,              0.0075844,              0.0075844
                    246,                 1.0787,                0.63962,                 1.1307,                0.97132,                0.98911,                0.98794,                0.64288,                  1.195,                0.58774,                 1.2094,              0.0075745,              0.0075745,              0.0075745
                    247,                 1.0707,                0.63873,                 1.1262,                0.96869,                 0.9955,                0.98653,                0.64973,                 1.1635,                0.58403,                 1.1918,              0.0075646,              0.0075646,              0.0075646
                    248,                 1.0787,                0.64236,                 1.1352,                0.95971,                0.98534,                0.98872,                0.64099,                 1.1972,                0.58832,                 1.2021,              0.0075547,              0.0075547,              0.0075547
                    249,                 1.1123,                0.64166,                 1.1334,                 0.9783,                0.98549,                0.99097,                 0.6558,                 1.1607,                0.57422,                 1.1665,              0.0075448,              0.0075448,              0.0075448
                    250,                 1.0862,                0.64112,                 1.1409,                0.96424,                0.98976,                0.98804,                0.65516,                 1.1596,                0.58102,                  1.198,              0.0075349,              0.0075349,              0.0075349
                    251,                 1.0839,                 0.6381,                 1.1278,                0.96093,                0.98889,                0.98852,                0.65378,                 1.1584,                  0.592,                 1.1926,               0.007525,               0.007525,               0.007525
                    252,                 1.0714,                0.62718,                 1.1044,                0.96228,                0.98313,                0.98657,                0.65711,                 1.1404,                0.59654,                 1.1813,              0.0075151,              0.0075151,              0.0075151
                    253,                 1.0714,                0.63112,                 1.1235,                0.95785,                 0.9822,                0.98916,                0.66252,                 1.1363,                0.57683,                 1.1595,              0.0075052,              0.0075052,              0.0075052
                    254,                 1.0844,                0.63421,                 1.1277,                0.96442,                0.98471,                0.99106,                0.65114,                 1.1906,                0.58843,                  1.187,              0.0074953,              0.0074953,              0.0074953
                    255,                 1.0622,                0.62946,                  1.119,                0.96523,                0.98364,                0.99116,                0.65557,                  1.164,                0.57507,                 1.1757,              0.0074854,              0.0074854,              0.0074854
                    256,                 1.0573,                0.63131,                 1.1174,                0.98032,                0.98551,                0.99126,                0.65467,                 1.1743,                0.58178,                 1.1994,              0.0074755,              0.0074755,              0.0074755
                    257,                 1.0738,                0.62519,                 1.1173,                0.95617,                0.99228,                0.98656,                 0.6577,                 1.1671,                0.59677,                   1.17,              0.0074656,              0.0074656,              0.0074656
                    258,                 1.0561,                0.62875,                 1.1184,                0.96699,                0.98856,                0.99133,                 0.6582,                 1.1669,                0.57685,                  1.189,              0.0074557,              0.0074557,              0.0074557
                    259,                  1.031,                0.61346,                 1.0952,                0.97805,                0.97269,                0.98937,                0.65674,                 1.1515,                 0.5773,                 1.2136,              0.0074458,              0.0074458,              0.0074458
                    260,                 1.0582,                0.61155,                 1.1182,                0.97037,                0.98132,                0.98857,                0.65584,                 1.1493,                0.56595,                 1.2054,              0.0074359,              0.0074359,              0.0074359
                    261,                 1.0452,                0.62286,                 1.1089,                0.98302,                0.97073,                0.99071,                0.66373,                 1.1591,                0.57093,                 1.1948,               0.007426,               0.007426,               0.007426
                    262,                 1.0537,                0.61753,                 1.0949,                0.97784,                0.97807,                0.99111,                0.65355,                 1.1754,                0.57747,                 1.2132,              0.0074161,              0.0074161,              0.0074161
                    263,                 1.0527,                0.61977,                 1.1193,                 0.9828,                 0.9883,                0.99153,                0.65345,                 1.1796,                 0.5662,                 1.2132,              0.0074062,              0.0074062,              0.0074062
                    264,                 1.0524,                0.61197,                 1.1084,                0.97474,                0.98447,                0.98955,                0.65592,                 1.1668,                0.56848,                 1.2075,              0.0073963,              0.0073963,              0.0073963
                    265,                 1.0471,                0.62361,                 1.1104,                0.97161,                 0.9867,                0.99041,                 0.6486,                 1.1839,                0.57981,                 1.2225,              0.0073864,              0.0073864,              0.0073864
                    266,                 1.0721,                0.62285,                 1.1202,                 0.9654,                0.99184,                0.98892,                0.65504,                 1.1633,                0.56836,                 1.2003,              0.0073765,              0.0073765,              0.0073765
                    267,                 1.0727,                  0.627,                 1.1154,                0.97834,                0.98231,                0.99043,                0.65948,                 1.1677,                0.56697,                  1.208,              0.0073666,              0.0073666,              0.0073666
                    268,                 1.0473,                0.60726,                 1.0875,                0.97646,                0.98477,                0.99243,                0.65498,                  1.173,                0.56721,                 1.2085,              0.0073567,              0.0073567,              0.0073567
                    269,                 1.0401,                0.60055,                 1.1115,                 0.9773,                0.99028,                0.99238,                0.66058,                 1.1453,                0.56528,                 1.1935,              0.0073468,              0.0073468,              0.0073468
                    270,                 1.0487,                0.62228,                 1.1153,                 0.9621,                0.99033,                0.98891,                0.65934,                 1.1374,                0.57265,                 1.1907,              0.0073369,              0.0073369,              0.0073369
                    271,                 1.0421,                 0.6118,                 1.0997,                0.97004,                0.98374,                0.98923,                0.66095,                 1.1529,                0.57743,                 1.2028,               0.007327,               0.007327,               0.007327
                    272,                 1.0708,                0.61971,                 1.1069,                0.97806,                0.99005,                0.98985,                0.65379,                 1.1829,                0.57465,                 1.2216,              0.0073171,              0.0073171,              0.0073171
                    273,                 1.0515,                0.61276,                 1.1042,                 0.9659,                0.98957,                0.98787,                0.64789,                 1.1743,                0.57556,                 1.2083,              0.0073072,              0.0073072,              0.0073072
                    274,                 1.0714,                0.61651,                  1.118,                0.96236,                0.98543,                0.98902,                0.65765,                 1.1402,                0.57939,                 1.2021,              0.0072973,              0.0072973,              0.0072973
                    275,                 1.0404,                0.61103,                 1.0979,                0.97269,                0.99119,                0.99143,                0.66129,                 1.1404,                0.55887,                 1.1788,              0.0072874,              0.0072874,              0.0072874
                    276,                 1.0296,                0.61461,                 1.1052,                0.98084,                0.99195,                0.99182,                 0.6687,                 1.1341,                0.55069,                 1.1603,              0.0072775,              0.0072775,              0.0072775
                    277,                 1.0491,                0.61109,                 1.1103,                0.98074,                0.98751,                0.99149,                  0.668,                 1.1289,                0.55868,                 1.1667,              0.0072676,              0.0072676,              0.0072676
                    278,                 1.0372,                0.61504,                 1.1071,                0.96553,                0.99337,                0.99072,                0.66112,                 1.1393,                0.56625,                 1.1924,              0.0072577,              0.0072577,              0.0072577
                    279,                 1.0423,                0.61482,                 1.1072,                0.96496,                0.97612,                 0.9895,                 0.6593,                 1.1396,                0.57635,                 1.1592,              0.0072478,              0.0072478,              0.0072478
                    280,                 1.0288,                0.60086,                 1.0946,                0.96278,                0.98527,                0.98464,                0.65889,                 1.1541,                0.57818,                 1.1761,              0.0072379,              0.0072379,              0.0072379
                    281,                  1.054,                0.60547,                 1.1024,                0.97436,                0.98308,                0.98923,                0.67678,                 1.0996,                0.57231,                 1.1344,               0.007228,               0.007228,               0.007228
                    282,                 1.0386,                 0.6031,                 1.1038,                0.96901,                0.98022,                0.98688,                0.65457,                 1.1477,                0.57389,                  1.199,              0.0072181,              0.0072181,              0.0072181
                    283,                 1.0443,                0.61478,                 1.1056,                0.97155,                0.98621,                 0.9873,                0.66582,                 1.1356,                0.57253,                 1.1932,              0.0072082,              0.0072082,              0.0072082
                    284,                 1.0384,                0.61414,                 1.1105,                0.96422,                0.98444,                0.98652,                0.66395,                 1.1303,                 0.5744,                 1.1933,              0.0071983,              0.0071983,              0.0071983
                    285,                 1.0381,                 0.6027,                 1.1052,                0.96725,                0.98918,                 0.9892,                0.66089,                 1.1373,                0.57233,                 1.1971,              0.0071884,              0.0071884,              0.0071884
                    286,                  1.039,                0.62237,                 1.1044,                0.97431,                 0.9834,                0.98876,                 0.6547,                  1.138,                0.56627,                 1.2007,              0.0071785,              0.0071785,              0.0071785
                    287,                 1.0225,                0.59496,                 1.0831,                0.97461,                0.98354,                0.98731,                0.64971,                 1.1685,                0.58011,                 1.2096,              0.0071686,              0.0071686,              0.0071686
                    288,                 1.0383,                0.60814,                 1.0886,                0.96303,                0.98643,                0.98533,                0.65416,                  1.147,                0.56984,                 1.1906,              0.0071587,              0.0071587,              0.0071587
                    289,                 1.0472,                0.59987,                 1.0851,                0.96621,                0.98971,                 0.9886,                0.66086,                 1.1526,                0.56969,                 1.1919,              0.0071488,              0.0071488,              0.0071488
                    290,                 1.0381,                0.60305,                 1.0956,                0.96125,                0.98554,                 0.9861,                 0.6546,                 1.1504,                0.57397,                 1.1968,              0.0071389,              0.0071389,              0.0071389
                    291,                 1.0405,                 0.6068,                 1.1043,                 0.9742,                0.98909,                0.98939,                 0.6583,                 1.1577,                0.56382,                 1.2015,               0.007129,               0.007129,               0.007129
                    292,                 1.0027,                0.58539,                 1.0755,                0.97295,                0.98971,                0.99116,                0.66149,                 1.1453,                0.55681,                 1.1914,              0.0071191,              0.0071191,              0.0071191
                    293,                 1.0148,                0.60459,                 1.1133,                 0.9666,                0.98699,                0.98717,                0.66958,                 1.1285,                0.55605,                 1.1852,              0.0071092,              0.0071092,              0.0071092
                    294,                 1.0303,                0.60213,                 1.0983,                0.96661,                0.97998,                0.98655,                0.65326,                 1.1551,                0.57109,                 1.1932,              0.0070993,              0.0070993,              0.0070993
                    295,                 1.0285,                0.60116,                  1.096,                 0.9723,                0.98586,                0.99029,                0.65824,                 1.1731,                0.56298,                 1.1869,              0.0070894,              0.0070894,              0.0070894
                    296,                 1.0245,                0.60369,                  1.095,                0.97042,                0.99412,                0.98975,                0.65488,                 1.1724,                0.55673,                 1.2042,              0.0070795,              0.0070795,              0.0070795
                    297,                 1.0125,                0.58956,                 1.0836,                0.98068,                0.97614,                0.98885,                0.65466,                 1.1647,                0.55329,                 1.2085,              0.0070696,              0.0070696,              0.0070696
                    298,                 1.0093,                0.58695,                  1.096,                0.97428,                0.97814,                0.98908,                0.65301,                 1.1761,                0.55607,                 1.2176,              0.0070597,              0.0070597,              0.0070597
                    299,                 1.0229,                0.60519,                 1.1162,                0.97665,                0.98984,                0.99229,                0.65623,                 1.1735,                0.55873,                  1.202,              0.0070498,              0.0070498,              0.0070498
                    300,                  1.038,                0.60432,                 1.0805,                0.97979,                0.98819,                 0.9898,                0.65793,                 1.1507,                0.56185,                 1.1899,              0.0070399,              0.0070399,              0.0070399
                    301,                 1.0369,                0.60912,                  1.099,                0.97735,                0.98813,                 0.9888,                0.66121,                 1.1543,                0.56388,                 1.1854,                0.00703,                0.00703,                0.00703
                    302,                 1.0133,                0.60116,                 1.0872,                0.97862,                0.98887,                0.98998,                0.66941,                 1.1445,                0.56079,                 1.1747,              0.0070201,              0.0070201,              0.0070201
                    303,                 1.0143,                 0.5943,                 1.1023,                0.98358,                0.98942,                0.99192,                0.65738,                 1.1689,                0.56759,                 1.2053,              0.0070102,              0.0070102,              0.0070102
                    304,                0.98842,                0.58307,                 1.0725,                0.98338,                0.99343,                 0.9921,                0.66534,                 1.1527,                0.55961,                 1.2001,              0.0070003,              0.0070003,              0.0070003
                    305,                0.99938,                0.58872,                  1.074,                0.98782,                0.98745,                  0.993,                0.66402,                 1.1442,                0.55091,                 1.1881,              0.0069904,              0.0069904,              0.0069904
                    306,                 1.0075,                0.59799,                 1.1079,                0.98628,                0.98673,                0.99194,                0.67125,                 1.1403,                0.54976,                 1.1709,              0.0069805,              0.0069805,              0.0069805
                    307,                 1.0306,                0.59144,                 1.0836,                0.96553,                0.99178,                0.98926,                0.67139,                 1.1188,                0.55749,                 1.1501,              0.0069706,              0.0069706,              0.0069706
